"Gender" "Length" "Diameter" "Height" "Weight" "Shucked" "Viscera" "Shell"
"2816" "M" 0.32 0.235 0.09 0.183 0.098 0.0335 0.042
"565" "F" 0.47 0.355 0.13 0.5465 0.2005 0.126 0.185
"922" "M" 0.42 0.32 0.115 0.376 0.169 0.092 0.1
"1817" "F" 0.675 0.53 0.175 1.4465 0.6775 0.33 0.389
"1660" "F" 0.6 0.48 0.18 1.0645 0.4495 0.2455 0.325
"4077" "M" 0.545 0.43 0.14 0.772 0.289 0.19 0.2615
"3621" "F" 0.64 0.5 0.17 1.2645 0.565 0.3375 0.315
"3953" "M" 0.315 0.235 0.08 0.18 0.08 0.045 0.047
"968" "M" 0.51 0.405 0.135 0.769 0.3655 0.1585 0.18
"2719" "M" 0.355 0.255 0.08 0.187 0.078 0.0505 0.058
"2883" "M" 0.5 0.39 0.13 0.5075 0.2115 0.104 0.1755
"1357" "F" 0.6 0.455 0.145 0.8895 0.419 0.1715 0.269
"3699" "F" 0.65 0.51 0.175 1.35 0.575 0.3155 0.3885
"2114" "M" 0.385 0.29 0.09 0.232 0.0855 0.0495 0.08
"504" "F" 0.6 0.505 0.19 1.129 0.4385 0.256 0.36
"3652" "M" 0.525 0.405 0.125 0.657 0.2985 0.1505 0.168
"1989" "M" 0.21 0.15 0.055 0.0465 0.017 0.012 0.015
"3807" "M" 0.425 0.31 0.095 0.3505 0.1645 0.071 0.1
"523" "M" 0.365 0.26 0.115 0.218 0.0935 0.0445 0.07
"253" "F" 0.595 0.455 0.155 1.0605 0.5135 0.2165 0.3
"3713" "F" 0.705 0.53 0.17 1.564 0.612 0.394 0.44
"1330" "M" 0.57 0.45 0.135 0.794 0.3815 0.1415 0.245
"1248" "M" 0.395 0.305 0.105 0.284 0.1135 0.0595 0.0945
"598" "M" 0.605 0.47 0.14 0.939 0.3385 0.201 0.32
"4101" "F" 0.675 0.52 0.175 1.494 0.7365 0.3055 0.37
"869" "F" 0.615 0.52 0.15 1.3435 0.629 0.2605 0.345
"2724" "M" 0.385 0.3 0.125 0.343 0.1705 0.0735 0.081
"662" "M" 0.535 0.45 0.17 0.781 0.3055 0.1555 0.295
"1727" "F" 0.66 0.535 0.175 1.5175 0.711 0.3125 0.415
"128" "M" 0.385 0.29 0.085 0.2505 0.112 0.061 0.08
"3149" "F" 0.71 0.53 0.195 1.8745 0.6755 0.4065 0.6855
"1136" "M" 0.57 0.44 0.15 0.755 0.3425 0.16 0.224
"1585" "F" 0.515 0.375 0.11 0.6065 0.3005 0.131 0.15
"3327" "M" 0.55 0.415 0.135 0.8095 0.2985 0.2015 0.28
"2235" "F" 0.57 0.45 0.165 0.903 0.3305 0.1845 0.295
"790" "F" 0.6 0.465 0.165 0.8875 0.309 0.246 0.262
"3774" "F" 0.575 0.46 0.15 0.927 0.333 0.207 0.2985
"559" "F" 0.66 0.53 0.17 1.326 0.519 0.2625 0.44
"2807" "F" 0.675 0.525 0.17 1.711 0.8365 0.352 0.475
"1051" "F" 0.715 0.525 0.185 1.56 0.6655 0.383 0.405
"1359" "M" 0.605 0.485 0.15 1.238 0.6315 0.226 0.33
"3274" "F" 0.475 0.375 0.14 0.501 0.192 0.1175 0.175
"1962" "F" 0.655 0.515 0.18 1.412 0.6195 0.2485 0.497
"3524" "M" 0.26 0.205 0.07 0.097 0.0415 0.019 0.0305
"1982" "F" 0.72 0.575 0.18 1.6705 0.732 0.3605 0.501
"2634" "M" 0.425 0.33 0.115 0.3265 0.1315 0.077 0.103
"4105" "F" 0.71 0.545 0.175 1.907 0.8725 0.4565 0.475
"702" "F" 0.48 0.385 0.135 0.536 0.1895 0.142 0.173
"2639" "M" 0.46 0.345 0.11 0.3755 0.1525 0.058 0.125
"3727" "M" 0.5 0.395 0.145 0.7865 0.332 0.1815 0.2455
"121" "F" 0.47 0.365 0.105 0.4205 0.163 0.1035 0.14
"1463" "F" 0.495 0.38 0.12 0.573 0.2655 0.1285 0.144
"2218" "F" 0.515 0.415 0.13 0.764 0.276 0.196 0.25
"210" "M" 0.37 0.28 0.095 0.2655 0.122 0.052 0.08
"1280" "M" 0.495 0.38 0.13 0.5125 0.2185 0.116 0.16
"222" "F" 0.47 0.35 0.145 0.5175 0.187 0.1235 0.18
"3406" "M" 0.34 0.25 0.075 0.1765 0.0785 0.0405 0.05
"971" "F" 0.515 0.43 0.14 0.834 0.367 0.2 0.23
"3287" "F" 0.62 0.51 0.175 1.1255 0.4985 0.227 0.315
"1827" "M" 0.31 0.215 0.075 0.1275 0.0565 0.0275 0.036
"2360" "F" 0.645 0.525 0.2 1.449 0.601 0.2565 0.505
"1117" "M" 0.525 0.395 0.12 0.608 0.297 0.1395 0.1405
"2508" "M" 0.415 0.325 0.1 0.4665 0.2285 0.1065 0.114
"3530" "M" 0.36 0.265 0.075 0.1785 0.0785 0.035 0.054
"848" "F" 0.545 0.44 0.135 0.9185 0.429 0.2015 0.2375
"2078" "F" 0.61 0.43 0.14 0.909 0.438 0.2 0.22
"1542" "M" 0.36 0.275 0.075 0.2205 0.0985 0.044 0.066
"2449" "F" 0.35 0.265 0.09 0.1855 0.0745 0.0415 0.06
"3404" "M" 0.35 0.265 0.11 0.209 0.066 0.059 0.075
"3690" "F" 0.63 0.505 0.195 1.306 0.516 0.3305 0.375
"106" "F" 0.52 0.41 0.155 0.727 0.291 0.1835 0.235
"3557" "M" 0.535 0.41 0.13 0.6075 0.268 0.1225 0.1975
"1292" "M" 0.515 0.42 0.135 0.711 0.337 0.144 0.205
"3032" "M" 0.525 0.4 0.11 0.6275 0.3015 0.126 0.18
"3972" "M" 0.4 0.295 0.095 0.252 0.1105 0.0575 0.066
"2269" "F" 0.545 0.445 0.175 0.8525 0.3465 0.189 0.295
"2274" "F" 0.67 0.52 0.15 1.406 0.519 0.348 0.37
"1667" "F" 0.605 0.47 0.155 0.974 0.393 0.224 0.3345
"1363" "F" 0.605 0.47 0.16 1.0835 0.5405 0.2215 0.275
"2857" "F" 0.655 0.515 0.17 1.527 0.8485 0.2635 0.331
"1178" "F" 0.645 0.48 0.17 1.1345 0.528 0.254 0.305
"1773" "M" 0.455 0.345 0.11 0.434 0.207 0.0855 0.1215
"1434" "M" 0.37 0.27 0.095 0.232 0.1325 0.041 0.0615
"1125" "F" 0.55 0.43 0.15 0.84 0.395 0.195 0.223
"2260" "F" 0.59 0.465 0.16 1.1005 0.506 0.2525 0.295
"3016" "M" 0.42 0.32 0.11 0.309 0.115 0.0645 0.0945
"859" "F" 0.595 0.48 0.15 1.11 0.498 0.228 0.33
"1278" "M" 0.48 0.365 0.1 0.461 0.2205 0.0835 0.135
"3651" "M" 0.52 0.415 0.14 0.6385 0.2945 0.1405 0.171
"3775" "M" 0.58 0.42 0.14 0.701 0.3285 0.102 0.2255
"872" "F" 0.62 0.505 0.16 1.3725 0.6285 0.275 0.3685
"2377" "F" 0.43 0.34 0.11 0.382 0.154 0.0955 0.109
"3661" "F" 0.545 0.41 0.125 0.654 0.2945 0.1315 0.205
"2436" "F" 0.465 0.38 0.135 0.579 0.208 0.1095 0.22
"3109" "M" 0.375 0.285 0.08 0.226 0.0975 0.04 0.0725
"2876" "M" 0.435 0.335 0.095 0.298 0.109 0.058 0.115
"1692" "M" 0.625 0.47 0.155 1.1955 0.643 0.2055 0.3145
"2840" "F" 0.59 0.455 0.15 0.976 0.465 0.2055 0.2765
"2143" "M" 0.46 0.35 0.11 0.3945 0.1685 0.0865 0.125
"602" "F" 0.385 0.315 0.11 0.286 0.1225 0.0635 0.0835
"2431" "M" 0.52 0.38 0.14 0.525 0.1775 0.115 0.185
"830" "M" 0.415 0.32 0.11 0.3735 0.175 0.0755 0.109
"3549" "F" 0.495 0.37 0.12 0.594 0.28 0.11 0.1375
"1458" "F" 0.475 0.365 0.115 0.566 0.281 0.117 0.1335
"4152" "M" 0.35 0.25 0.075 0.1695 0.0835 0.0355 0.041
"3106" "M" 0.29 0.215 0.06 0.1115 0.053 0.0185 0.032
"1223" "M" 0.335 0.245 0.09 0.2015 0.096 0.0405 0.048
"2006" "M" 0.395 0.29 0.095 0.3 0.158 0.068 0.078
"975" "F" 0.53 0.425 0.13 0.7585 0.325 0.197 0.205
"2152" "F" 0.745 0.585 0.19 1.966 0.8435 0.437 0.5855
"3643" "M" 0.465 0.355 0.12 0.4975 0.2375 0.099 0.14
"2122" "M" 0.475 0.36 0.11 0.4555 0.177 0.0965 0.145
"1105" "M" 0.51 0.405 0.125 0.6795 0.3465 0.1395 0.182
"2629" "M" 0.29 0.21 0.06 0.1045 0.0415 0.022 0.035
"3868" "F" 0.5 0.39 0.13 0.6355 0.2505 0.1635 0.195
"1945" "F" 0.635 0.52 0.165 1.3405 0.5065 0.296 0.412
"69" "F" 0.475 0.39 0.12 0.5305 0.2135 0.1155 0.17
"3009" "F" 0.75 0.615 0.205 2.2635 0.821 0.423 0.726
"3685" "M" 0.62 0.47 0.155 0.966 0.447 0.171 0.284
"1606" "M" 0.54 0.42 0.14 0.6275 0.2505 0.1175 0.235
"1854" "M" 0.495 0.38 0.145 0.5 0.205 0.148 0.1505
"396" "M" 0.39 0.31 0.1 0.302 0.116 0.064 0.115
"3833" "F" 0.46 0.365 0.115 0.4485 0.165 0.083 0.17
"2290" "F" 0.58 0.475 0.155 0.974 0.4305 0.23 0.285
"2329" "F" 0.525 0.425 0.145 0.7995 0.3345 0.209 0.24
"59" "M" 0.245 0.19 0.06 0.086 0.042 0.014 0.025
"3122" "F" 0.55 0.425 0.14 0.952 0.4895 0.1945 0.2185
"1671" "F" 0.61 0.485 0.15 1.2405 0.6025 0.2915 0.3085
"3701" "F" 0.66 0.53 0.17 1.431 0.622 0.309 0.398
"2427" "M" 0.565 0.435 0.155 0.782 0.2715 0.168 0.285
"3017" "M" 0.435 0.335 0.105 0.3535 0.156 0.05 0.1135
"4017" "F" 0.64 0.525 0.175 1.382 0.646 0.3115 0.37
"2573" "M" 0.475 0.385 0.11 0.5735 0.311 0.1025 0.136
"2601" "F" 0.615 0.485 0.16 1.1575 0.5005 0.2495 0.315
"3675" "F" 0.595 0.45 0.165 1.081 0.49 0.2525 0.279
"554" "M" 0.48 0.37 0.12 0.514 0.2075 0.131 0.155
"3504" "F" 0.615 0.49 0.19 1.1345 0.4695 0.257 0.348
"1088" "M" 0.45 0.365 0.125 0.462 0.2135 0.0985 0.1315
"510" "M" 0.56 0.445 0.155 0.8735 0.3005 0.209 0.275
"2089" "F" 0.72 0.575 0.215 2.1 0.8565 0.4825 0.602
"3974" "M" 0.415 0.33 0.1 0.3905 0.1925 0.0755 0.1025
"1012" "F" 0.625 0.48 0.17 1.3525 0.6235 0.278 0.365
"561" "F" 0.44 0.34 0.105 0.364 0.148 0.0805 0.1175
"743" "F" 0.535 0.42 0.15 0.7365 0.2785 0.186 0.215
"3200" "F" 0.49 0.38 0.155 0.578 0.2395 0.1255 0.18
"3" "F" 0.53 0.42 0.135 0.677 0.2565 0.1415 0.21
"3018" "M" 0.435 0.325 0.105 0.335 0.136 0.065 0.115
"1518" "F" 0.665 0.515 0.18 1.389 0.5945 0.324 0.395
"1713" "F" 0.645 0.51 0.16 1.2415 0.5815 0.276 0.315
"1025" "F" 0.645 0.5 0.155 1.2205 0.6145 0.236 0.3185
"1091" "M" 0.45 0.33 0.1 0.411 0.1945 0.1 0.098
"2397" "M" 0.625 0.465 0.155 0.972 0.404 0.1845 0.35
"41" "F" 0.45 0.335 0.105 0.425 0.1865 0.091 0.115
"4027" "M" 0.365 0.28 0.09 0.196 0.0865 0.036 0.0605
"2940" "F" 0.625 0.49 0.145 0.92 0.437 0.1735 0.28
"3197" "M" 0.325 0.245 0.075 0.1495 0.0605 0.033 0.045
"207" "M" 0.4 0.3 0.11 0.315 0.109 0.067 0.12
"1832" "M" 0.365 0.27 0.075 0.2215 0.095 0.0445 0.07
"2486" "M" 0.355 0.26 0.09 0.1925 0.077 0.038 0.065
"1225" "M" 0.345 0.255 0.095 0.1945 0.0925 0.037 0.055
"2648" "M" 0.5 0.39 0.125 0.583 0.294 0.132 0.1605
"3633" "M" 0.3 0.225 0.075 0.1345 0.057 0.028 0.044
"603" "F" 0.39 0.3 0.1 0.265 0.1075 0.06 0.0865
"655" "F" 0.37 0.28 0.11 0.2305 0.0945 0.0465 0.075
"1564" "M" 0.455 0.36 0.115 0.457 0.2085 0.0855 0.147
"1849" "M" 0.475 0.34 0.105 0.4535 0.203 0.08 0.1465
"2752" "F" 0.515 0.395 0.135 0.516 0.2015 0.132 0.162
"4072" "M" 0.485 0.375 0.11 0.464 0.2015 0.09 0.149
"2074" "F" 0.58 0.435 0.15 0.839 0.3485 0.207 0.192
"1686" "M" 0.62 0.45 0.135 0.924 0.358 0.2265 0.2965
"730" "F" 0.52 0.4 0.12 0.6515 0.261 0.2015 0.165
"835" "M" 0.445 0.325 0.1 0.378 0.1795 0.1 0.089
"2068" "F" 0.54 0.42 0.13 0.7505 0.368 0.1675 0.1845
"1453" "M" 0.47 0.345 0.14 0.4615 0.229 0.1105 0.116
"1226" "M" 0.345 0.255 0.085 0.2005 0.105 0.037 0.05
"415" "F" 0.605 0.495 0.17 1.2385 0.528 0.2465 0.39
"1443" "M" 0.41 0.32 0.095 0.2905 0.141 0.063 0.073
"824" "M" 0.385 0.29 0.095 0.312 0.143 0.0635 0.086
"3410" "M" 0.395 0.31 0.095 0.313 0.131 0.072 0.093
"2846" "F" 0.62 0.48 0.17 1.1045 0.535 0.25 0.287
"1748" "F" 0.7 0.535 0.175 1.773 0.6805 0.48 0.512
"3770" "F" 0.56 0.43 0.145 0.898 0.3895 0.2325 0.245
"534" "F" 0.435 0.335 0.11 0.38 0.1695 0.086 0.11
"2695" "F" 0.65 0.535 0.175 1.2895 0.6095 0.2765 0.344
"248" "M" 0.36 0.275 0.085 0.1975 0.0745 0.0415 0.07
"1267" "M" 0.46 0.35 0.105 0.3705 0.1575 0.077 0.114
"1409" "F" 0.66 0.495 0.21 1.548 0.724 0.3525 0.3925
"615" "M" 0.45 0.35 0.145 0.525 0.2085 0.1 0.1655
"1953" "M" 0.64 0.49 0.135 1.1 0.488 0.2505 0.2925
"23" "F" 0.565 0.44 0.155 0.9395 0.4275 0.214 0.27
"2373" "F" 0.405 0.325 0.11 0.3575 0.145 0.0725 0.11
"3766" "M" 0.535 0.45 0.135 0.728 0.2845 0.1845 0.265
"3607" "F" 0.51 0.375 0.11 0.5805 0.2865 0.118 0.148
"3707" "F" 0.675 0.535 0.185 1.5575 0.7035 0.402 0.4
"1563" "M" 0.45 0.335 0.11 0.4195 0.181 0.085 0.1345
"1879" "M" 0.545 0.425 0.14 0.8145 0.305 0.231 0.244
"1847" "M" 0.465 0.37 0.11 0.445 0.1635 0.096 0.166
"981" "F" 0.55 0.445 0.155 0.9905 0.544 0.178 0.218
"2587" "F" 0.555 0.425 0.14 0.963 0.44 0.224 0.24
"2831" "F" 0.525 0.43 0.135 0.8435 0.4325 0.18 0.1815
"1410" "F" 0.66 0.515 0.17 1.337 0.615 0.3125 0.3575
"1816" "F" 0.665 0.515 0.185 1.3405 0.5595 0.293 0.4375
"2313" "M" 0.315 0.24 0.07 0.137 0.0545 0.0315 0.04
"2384" "F" 0.525 0.39 0.135 0.6005 0.2265 0.131 0.21
"1465" "F" 0.505 0.38 0.135 0.6855 0.361 0.1565 0.161
"469" "F" 0.68 0.55 0.21 1.7445 0.5975 0.305 0.625
"3763" "M" 0.53 0.395 0.115 0.475 0.2025 0.101 0.148
"455" "F" 0.645 0.55 0.175 1.2915 0.57 0.3045 0.33
"3704" "F" 0.67 0.51 0.155 1.278 0.5605 0.3045 0.358
"3477" "M" 0.4 0.29 0.1 0.258 0.104 0.059 0.0815
"2790" "F" 0.62 0.465 0.14 1.1605 0.6005 0.2195 0.307
"3025" "M" 0.475 0.375 0.11 0.456 0.182 0.099 0.16
"281" "F" 0.535 0.415 0.185 0.8415 0.314 0.1585 0.3
"631" "M" 0.475 0.365 0.115 0.49 0.223 0.1235 0.1335
"2727" "M" 0.4 0.305 0.1 0.3415 0.176 0.0625 0.0865
"3297" "F" 0.605 0.485 0.165 1.0735 0.437 0.205 0.33
"4096" "F" 0.635 0.485 0.155 1.073 0.467 0.1975 0.35
"943" "M" 0.465 0.37 0.115 0.534 0.261 0.098 0.143
"2359" "F" 0.61 0.485 0.21 1.3445 0.535 0.2205 0.515
"3942" "F" 0.54 0.44 0.16 1.0905 0.391 0.2295 0.355
"3746" "M" 0.285 0.205 0.07 0.106 0.039 0.0285 0.034
"3010" "M" 0.255 0.185 0.065 0.074 0.0305 0.0165 0.02
"2869" "M" 0.335 0.26 0.09 0.1965 0.0875 0.041 0.056
"2624" "F" 0.705 0.56 0.205 2.381 0.9915 0.5005 0.624
"2248" "F" 0.47 0.365 0.12 0.543 0.2295 0.1495 0.15
"623" "F" 0.5 0.385 0.115 0.6785 0.2945 0.138 0.195
"3302" "F" 0.66 0.525 0.19 1.67 0.6525 0.4875 0.49
"2761" "M" 0.55 0.43 0.145 0.712 0.3025 0.152 0.225
"1544" "M" 0.365 0.27 0.085 0.2225 0.0935 0.0525 0.066
"467" "F" 0.67 0.55 0.19 1.3905 0.5425 0.3035 0.4
"2432" "F" 0.635 0.5 0.18 1.312 0.529 0.2485 0.485
"3330" "F" 0.545 0.435 0.15 0.6855 0.2905 0.145 0.225
"3937" "F" 0.475 0.4 0.115 0.541 0.186 0.1025 0.21
"1991" "M" 0.28 0.2 0.065 0.0895 0.036 0.0185 0.03
"3808" "F" 0.45 0.365 0.115 0.5885 0.318 0.121 0.1325
"2240" "F" 0.46 0.36 0.115 0.4755 0.2105 0.105 0.16
"3293" "F" 0.495 0.375 0.15 0.597 0.2615 0.135 0.178
"2035" "F" 0.625 0.515 0.18 1.3485 0.5255 0.252 0.3925
"3804" "M" 0.32 0.23 0.06 0.129 0.0615 0.0275 0.0355
"2766" "M" 0.555 0.435 0.145 0.6975 0.262 0.1575 0.24
"711" "M" 0.325 0.25 0.08 0.176 0.0595 0.0355 0.063
"2939" "F" 0.625 0.5 0.16 1.217 0.5725 0.207 0.355
"1010" "F" 0.615 0.48 0.16 1.2525 0.585 0.2595 0.33
"3128" "F" 0.62 0.485 0.155 1.1945 0.5105 0.271 0.352
"1913" "M" 0.58 0.44 0.145 0.7905 0.3525 0.1645 0.242
"2577" "M" 0.5 0.38 0.11 0.494 0.218 0.09 0.1325
"1179" "F" 0.65 0.5 0.19 1.464 0.6415 0.339 0.4245
"1627" "F" 0.57 0.45 0.135 0.7805 0.3345 0.185 0.21
"4093" "F" 0.625 0.49 0.19 1.7015 0.7465 0.4105 0.3855
"833" "M" 0.44 0.365 0.115 0.501 0.2435 0.084 0.1465
"769" "F" 0.55 0.43 0.155 0.785 0.289 0.227 0.233
"1584" "M" 0.51 0.395 0.13 0.6025 0.281 0.143 0.162
"2197" "M" 0.37 0.28 0.09 0.233 0.0905 0.0545 0.07
"3514" "F" 0.66 0.5 0.175 1.3275 0.556 0.2805 0.4085
"511" "M" 0.68 0.53 0.185 1.1095 0.439 0.245 0.34
"3435" "M" 0.37 0.28 0.09 0.2565 0.1255 0.0645 0.0645
"934" "M" 0.45 0.36 0.13 0.478 0.191 0.127 0.137
"3413" "M" 0.48 0.355 0.115 0.5785 0.25 0.106 0.184
"4021" "F" 0.68 0.55 0.175 1.473 0.713 0.282 0.4295
"1167" "F" 0.615 0.475 0.155 1.027 0.447 0.25 0.285
"4108" "M" 0.42 0.305 0.1 0.3415 0.1645 0.0775 0.086
"2982" "F" 0.505 0.38 0.13 0.693 0.391 0.1195 0.1515
"4039" "M" 0.55 0.445 0.125 0.672 0.288 0.1365 0.21
"4071" "M" 0.48 0.335 0.125 0.524 0.246 0.1095 0.145
"2041" "M" 0.32 0.255 0.085 0.1745 0.072 0.033 0.057
"14" "F" 0.535 0.405 0.145 0.6845 0.2725 0.171 0.205
"627" "F" 0.425 0.335 0.095 0.322 0.1205 0.061 0.125
"2795" "F" 0.63 0.475 0.155 1.0005 0.452 0.252 0.265
"2659" "M" 0.55 0.42 0.13 0.636 0.294 0.144 0.1755
"581" "F" 0.625 0.49 0.175 1.233 0.5565 0.247 0.365
"2385" "F" 0.44 0.345 0.105 0.4285 0.165 0.083 0.132
"4061" "M" 0.545 0.405 0.13 0.658 0.327 0.1445 0.174
"1246" "M" 0.385 0.28 0.09 0.228 0.1025 0.042 0.0655
"762" "F" 0.55 0.44 0.155 0.946 0.313 0.1825 0.335
"3587" "M" 0.63 0.465 0.15 1.0315 0.4265 0.24 0.325
"904" "M" 0.315 0.235 0.075 0.1485 0.0585 0.0375 0.0425
"1752" "F" 0.71 0.54 0.205 1.5805 0.802 0.287 0.435
"3024" "M" 0.47 0.375 0.125 0.5225 0.2265 0.104 0.162
"2919" "M" 0.6 0.445 0.135 0.9205 0.445 0.2035 0.253
"1848" "M" 0.47 0.375 0.12 0.487 0.196 0.099 0.135
"351" "F" 0.61 0.495 0.185 1.153 0.536 0.2905 0.245
"1075" "M" 0.41 0.3 0.1 0.282 0.1255 0.057 0.0875
"713" "M" 0.28 0.205 0.055 0.1135 0.045 0.0275 0.0335
"3709" "F" 0.675 0.53 0.195 1.4985 0.62 0.375 0.425
"860" "F" 0.595 0.48 0.16 1.2095 0.5225 0.296 0.32
"1905" "F" 0.575 0.465 0.175 1.099 0.4735 0.202 0.35
"2283" "F" 0.495 0.385 0.13 0.6905 0.3125 0.179 0.175
"3914" "M" 0.54 0.4 0.145 0.757 0.315 0.181 0.215
"2100" "F" 0.4 0.31 0.115 0.3465 0.1475 0.0695 0.115
"1573" "M" 0.48 0.37 0.125 0.474 0.179 0.1035 0.175
"1286" "M" 0.5 0.375 0.125 0.5695 0.259 0.124 0.157
"1257" "M" 0.425 0.31 0.09 0.301 0.1385 0.065 0.08
"3208" "M" 0.48 0.38 0.125 0.523 0.2105 0.1045 0.175
"2008" "M" 0.415 0.325 0.11 0.316 0.1385 0.0795 0.0925
"1061" "M" 0.265 0.195 0.055 0.084 0.0365 0.0175 0.025
"280" "F" 0.515 0.425 0.135 0.712 0.2665 0.1605 0.25
"3280" "F" 0.655 0.53 0.19 1.428 0.493 0.318 0.565
"1361" "M" 0.605 0.435 0.13 0.9025 0.432 0.174 0.26
"2379" "M" 0.415 0.325 0.115 0.3285 0.1405 0.051 0.106
"2897" "M" 0.545 0.43 0.13 0.7595 0.358 0.153 0.2055
"2233" "F" 0.56 0.445 0.18 0.903 0.3575 0.2045 0.295
"2271" "F" 0.6 0.475 0.18 1.162 0.511 0.2675 0.32
"1554" "M" 0.39 0.29 0.1 0.2225 0.095 0.0465 0.073
"2643" "M" 0.475 0.375 0.115 0.5205 0.233 0.119 0.1455
"3632" "M" 0.295 0.22 0.085 0.1285 0.0585 0.027 0.0365
"2047" "M" 0.415 0.305 0.12 0.336 0.165 0.076 0.0805
"1108" "M" 0.51 0.38 0.115 0.5155 0.215 0.1135 0.166
"2762" "M" 0.55 0.425 0.145 0.89 0.4325 0.171 0.236
"1466" "M" 0.515 0.395 0.125 0.556 0.2695 0.096 0.17
"4097" "F" 0.635 0.5 0.175 1.477 0.684 0.3005 0.39
"1325" "M" 0.565 0.44 0.175 0.8735 0.414 0.21 0.21
"1751" "F" 0.71 0.57 0.195 1.9805 0.9925 0.4925 0.48
"2741" "M" 0.455 0.34 0.115 0.486 0.261 0.0655 0.1315
"2725" "M" 0.385 0.285 0.085 0.244 0.1215 0.0445 0.068
"2253" "F" 0.57 0.46 0.17 1.1 0.4125 0.2205 0.38
"925" "M" 0.425 0.315 0.1 0.377 0.1645 0.072 0.105
"1295" "M" 0.52 0.395 0.125 0.663 0.3005 0.131 0.1905
"3931" "F" 0.67 0.535 0.185 1.597 0.6275 0.35 0.47
"692" "M" 0.255 0.19 0.075 0.0865 0.0345 0.0205 0.025
"3566" "F" 0.575 0.475 0.16 0.895 0.3605 0.221 0.271
"3510" "F" 0.645 0.52 0.175 1.3345 0.667 0.2665 0.355
"1447" "M" 0.44 0.34 0.105 0.369 0.164 0.08 0.1015
"2015" "M" 0.47 0.375 0.105 0.441 0.167 0.0865 0.145
"3086" "M" 0.255 0.185 0.06 0.0925 0.039 0.021 0.025
"3342" "F" 0.49 0.39 0.135 0.59 0.215 0.125 0.1845
"342" "F" 0.62 0.51 0.205 1.3475 0.4775 0.2565 0.48
"3591" "F" 0.65 0.52 0.195 1.6275 0.689 0.3905 0.432
"935" "M" 0.45 0.355 0.105 0.4445 0.197 0.093 0.1335
"4028" "M" 0.365 0.27 0.09 0.2155 0.1005 0.049 0.0655
"4078" "M" 0.55 0.435 0.125 0.741 0.348 0.1585 0.206
"2164" "F" 0.55 0.47 0.15 0.897 0.377 0.184 0.29
"2557" "M" 0.38 0.285 0.085 0.237 0.115 0.0405 0.07
"1087" "M" 0.445 0.335 0.11 0.411 0.1985 0.0935 0.109
"242" "M" 0.27 0.2 0.07 0.1 0.034 0.0245 0.035
"501" "F" 0.58 0.44 0.18 0.854 0.3665 0.1635 0.245
"3177" "F" 0.49 0.38 0.13 0.539 0.229 0.1355 0.165
"2894" "F" 0.535 0.445 0.125 0.8725 0.417 0.199 0.24
"1207" "F" 0.75 0.57 0.21 2.236 1.109 0.5195 0.545
"1688" "F" 0.62 0.48 0.175 1.0405 0.464 0.2225 0.3
"1648" "F" 0.585 0.445 0.14 0.913 0.4305 0.2205 0.253
"2814" "M" 0.255 0.195 0.055 0.0725 0.0285 0.017 0.021
"4055" "F" 0.635 0.5 0.18 1.2565 0.539 0.292 0.35
"923" "M" 0.42 0.315 0.1 0.3435 0.157 0.0795 0.09
"2856" "F" 0.655 0.515 0.155 1.309 0.524 0.346 0.385
"2013" "M" 0.46 0.35 0.11 0.4675 0.2125 0.099 0.1375
"3470" "F" 0.715 0.585 0.23 2.0725 0.8655 0.4095 0.565
"600" "F" 0.56 0.445 0.195 0.981 0.305 0.2245 0.335
"1437" "M" 0.395 0.295 0.09 0.3025 0.143 0.0665 0.0765
"3811" "M" 0.525 0.4 0.125 0.5655 0.2435 0.119 0.175
"457" "F" 0.64 0.54 0.175 1.221 0.51 0.259 0.39
"1237" "M" 0.375 0.275 0.09 0.218 0.093 0.0405 0.0755
"78" "F" 0.6 0.47 0.15 0.922 0.363 0.194 0.305
"1166" "F" 0.615 0.465 0.15 0.923 0.4615 0.1825 0.2415
"56" "F" 0.5 0.4 0.14 0.6615 0.2565 0.1755 0.22
"591" "M" 0.51 0.4 0.15 0.745 0.2865 0.1675 0.235
"2928" "F" 0.61 0.47 0.195 1.2735 0.469 0.3315 0.398
"1907" "M" 0.575 0.45 0.135 0.8245 0.3375 0.2115 0.239
"3067" "F" 0.64 0.5 0.15 1.2015 0.559 0.231 0.3355
"2962" "F" 0.665 0.51 0.175 1.3805 0.675 0.2985 0.325
"1156" "F" 0.6 0.465 0.15 1.1025 0.5455 0.262 0.25
"3215" "F" 0.57 0.495 0.16 1.0915 0.452 0.275 0.315
"2343" "M" 0.255 0.185 0.07 0.075 0.028 0.018 0.025
"3612" "F" 0.59 0.465 0.17 1.0425 0.4635 0.24 0.27
"926" "M" 0.43 0.325 0.1 0.3645 0.1575 0.0825 0.105
"993" "F" 0.58 0.46 0.18 1.0515 0.4095 0.2595 0.276
"842" "F" 0.495 0.41 0.125 0.7555 0.3355 0.129 0.214
"42" "F" 0.55 0.425 0.135 0.8515 0.362 0.196 0.27
"791" "F" 0.57 0.465 0.16 0.8935 0.3145 0.2575 0.263
"3805" "M" 0.355 0.27 0.1 0.2255 0.11 0.042 0.064
"918" "M" 0.41 0.31 0.09 0.339 0.155 0.0695 0.09
"2268" "F" 0.61 0.48 0.175 1.0675 0.391 0.216 0.42
"2105" "F" 0.49 0.385 0.125 0.5395 0.2175 0.128 0.165
